temperature,humidity,light,co2,humidityratio,class
22.76,26.8233333333333,439,983.333333333333,0.004594314620648,1
22.7,26.754,432,976.2,0.004565582767016,1
22.7225,26.7,432.75,980.75,0.004562569263643,1
22.7,26.6833333333333,434,971.333333333333,0.004553435185153,1
22.7,26.5333333333333,444,966.666666666667,0.004527651784618,1
22.7,26.4633333333333,444,963,0.004515620257229,1
22.7,26.445,441.5,952.333333333333,0.004512469219273,1
22.7,26.34,444,948,0.004494422976116,1
22.7,26.26,444,945,0.004480674155299,1
22.7,26.2,441,941.6,0.004470362935696,1
22.7,26.16,438,929.8,0.004463488977861,1
22.7,26.02,441,923.8,0.004439431313329,1
22.7,26.1,440.25,919,0.004453178323945,1
22.7,26,439,918.25,0.004435994654946,1
22.7,25.934,438,919.4,0.004424653949807,1
22.7,25.9266666666667,439,927.333333333333,0.004423393896805,1
22.7,25.815,432.75,920.25,0.004404207352361,1
22.68,25.772,432,902.4,0.004391449431501,1
22.64,25.696,429,904.4,0.004367717608222,1
22.6,25.575,429,897,0.00433639010073,1
22.6666666666667,25.6,429,892,0.004358383194026,1
22.6,25.525,433.5,882.5,0.004327853321561,1
22.62,25.476,436.2,887.2,0.004324772123038,1
22.625,25.55,442.5,889.25,0.004338747804235,1
22.6,25.39,443.4,889.2,0.004304805180136,1
22.65,25.42,438,880.75,0.004323119609679,1
22.6,25.2675,442.5,868.75,0.004283892593796,1
22.6,25.218,439.8,861,0.004275442597939,1
22.6,25.2,439.8,860.6,0.004272369928706,1
22.6,25.2,435.5,864,0.004272369928706,1
22.6,25.15,430.75,859,0.004263834894588,1
22.6,25.14,440.6,854.4,0.00426212791568,1
22.6,25.15,428.2,847.4,0.004263834894588,1
22.6,25.04,432.2,837.2,0.004245058638382,1
22.6,25.05,431.75,834.75,0.004246765524241,1
22.6,25.06,429.2,832.4,0.004248472419404,1
22.6,25,433,832,0.004238231187993,1
22.6,25,433,836.25,0.004238231187993,1
22.6,25,428.2,832.6,0.004238231187993,1
22.6,25.025,428.25,821.5,0.004242498327041,1
22.6,25.1,425.4,832.4,0.004255300093102,1
22.6,25.08,429.2,832.4,0.004251886237644,1
22.56,25.02,433,830.75,0.004231284178568,1
22.58,25.08,433,821.5,0.004246690488579,1
22.575,25.075,433,818.25,0.004244540280301,1
22.56,24.912,433,819.8,0.004212895934202,1
22.55,25.2,433,822.5,0.004259328097087,1
22.6,24.9175,433,818,0.004224150041712,1
22.58,25.06,433,812.8,0.004243280870246,1
22.5666666666667,24.9083333333333,433,816.5,0.004213989092135,1
22.525,24.945,433,822.25,0.004209494615434,1
22.54,24.89,433,825,0.00420400556107,1
22.5,24.865,433,816.5,0.004189492042553,1
22.5,24.9175,433,811.5,0.004198397449639,1
22.5,24.9116666666667,433,811,0.004197407947455,1
22.56,24.81,433,812.2,0.004195530250497,1
22.525,24.89,426,814.25,0.004200150634952,1
22.52,24.976,430.2,824,0.004213472565043,1
22.575,25.075,433,834.5,0.004244540280301,1
22.6,25,433,837,0.004238231187993,1
22.6,25.0214285714286,433,841.166666666667,0.004241888732188,1
22.6,25.0428571428571,433,845.333333333333,0.004245546319107,1
22.6,25.1,433,854.75,0.004255300093102,1
22.6,25.1,428.333333333333,850.333333333333,0.004255300093102,1
22.6,25.08,424.6,845.4,0.004251886237644,1
22.6,25.1666666666667,433,854.333333333333,0.004266679880112,1
22.6,25.0666666666667,428.333333333333,849.333333333333,0.004249610354682,2
22.6,25.2,422.5,853,0.004272369928706,2
22.6,25.2,423.666666666667,853,0.004272369928706,2
22.54,25.16,424.6,852,0.004249921074908,2
22.54,25.16,427.4,853.6,0.004249921074908,2
22.54,25.14,421.8,845.6,0.004246519694825,2
22.525,25.1,426,834.25,0.004235829151695,2
22.5,25.04,421.8,826.4,0.004219177717923,2
22.5,25,419,819.6,0.004212392172553,2
22.5,25,419,829.6,0.004212392172553,2
22.5,25,419,824,0.004212392172553,2
22.5,24.912,419,814.2,0.004197464490352,2
22.5,24.89,419,813.5,0.004193732681004,2
22.5,24.89,419,813.8,0.004193732681004,2
22.5,24.89,419,811,0.004193732681004,2
22.478,24.87,419,804.6,0.004184704111081,2
22.456,24.83,419,807.8,0.004172308180643,2
22.5,24.8566666666667,419,802.333333333333,0.004188078509166,2
22.4175,24.7475,419,796.75,0.004148566365506,2
22.456,24.81,419,794.4,0.004168924956419,2
22.39,24.7,419,790.6,0.004133586484592,2
22.4175,24.7225,419,789.75,0.004144347547437,2
22.39,24.7,419,782.2,0.004133586484592,2
22.39,24.7225,419,772.25,0.004137376943896,1
22.39,24.7170833333333,419,772.925,0.004136464421721,1
22.39,24.7116666666667,419,773.6,0.004135551902206,1
22.39,24.625,419,773.75,0.004120951951685,1
22.39,24.754,416.2,771.8,0.004142683664023,1
22.39,24.912,418.6,782.8,0.004169302855517,1
22.39,25.245,415,796.5,0.004225412741268,1
22.39,25.0925,310.25,809,0.00419971552453,1
22.39,25,0,805.5,0.004184129715689,2
22.35,24.978,0,791.4,0.004170196322755,2
22.3233333333333,25,0,779.333333333333,0.004167082415804,2
22.365,24.9725,0,780.75,0.004173103453783,2
22.315,24.89,0,781.75,0.004146507840838,2
22.29,24.9175,0,781,0.004144766979406,2
22.29,24.912,0,778.4,0.004143846016637,2
22.26,24.8566666666667,0,769.333333333333,0.004126987563375,2
22.254,24.85,0,766.5,0.004124356601088,2
22.23,24.7933333333333,0,763.25,0.004108841353921,2
22.26,24.8233333333333,0,762.333333333333,0.004121416511641,2
22.2,24.79,0,761.5,0.004100737269636,2
22.2,24.79,0,761,0.004100737269636,2
22.2,24.736,0,757,0.004091745880951,2
22.2,24.79,0,752.333333333333,0.004100737269636,2
22.1333333333333,24.7,0,748.666666666667,0.004069083657579,2
22.1,24.7,0,746.25,0.004060772100333,2
22.15,24.7225,0,745.25,0.004076979822486,2
22.1,24.7,0,740.666666666667,0.004060772100333,2
22.1,24.7,0,738,0.004060772100333,2
22.1333333333333,24.7,0,732.666666666667,0.004069083657579,2
22.1,24.7,0,727,0.004060772100333,2
22.1,24.675,0,716,0.004056635201408,2
22.0666666666667,24.6666666666667,0,723.25,0.004046970999018,2
22.0666666666667,24.6666666666667,0,718.333333333333,0.004046970999018,2
22,24.58,0,716.6,0.004016192787332,2
21.978,24.6,0,714,0.00401405622234,2
21.978,24.56,0,714.2,0.004007487249319,2
21.945,24.6,0,715,0.00400593001937,2
21.9266666666667,24.5,0,706.666666666667,0.003985051574931,2
21.89,24.5,0,706,0.003976085476105,2
21.89,24.525,0,698.75,0.003980168668337,2
21.89,24.5,0,692.5,0.003976085476105,2
21.89,24.5,0,694.75,0.003976085476105,2
21.815,24.4175,0,697.25,0.003944389282612,2
21.8233333333333,24.4633333333333,0,692,0.003953865072811,2
21.79,24.39,0,691,0.003933868137961,2
21.79,24.39,0,689.75,0.003933868137961,2
21.79,24.39,0,689,0.003933868137961,2
21.7675,24.39,0,687,0.003928429537437,2
21.7675,24.365,0,679.75,0.003924377451405,2
21.754,24.35,0,668.4,0.003918691660167,2
21.7,24.29,0,665.666666666667,0.003896013014585,2
21.7,24.29,0,664.75,0.003896013014585,2
21.7,24.29,0,668,0.003896013014585,2
21.7,24.29,0,661.25,0.003896013014585,2
21.64,24.236,0,658.2,0.003872971993961,2
21.6,24.2,0,656,0.003857673182753,2
21.6,24.2,0,654.8,0.003857673182753,2
21.6,24.2225,0,653.75,0.003861282127931,2
21.5,24.26,0,650.333333333333,0.00384355240303,2
21.5,24.2,0,650.75,0.003833987908547,2
21.55,24.2,0,648.25,0.003845814476278,2
21.5,24.2,0,640.333333333333,0.003833987908547,2
21.5,24.2,0,638,0.003833987908547,2
21.5,24.2,0,636.25,0.003833987908547,2
21.5,24.2,0,636.333333333333,0.003833987908547,2
21.5,24.15,0,635.75,0.00382601771979,2
21.5,24.175,0,635.5,0.003830002788793,2
21.5,24.125,0,627.5,0.003822032701538,2
21.5,24.15,0,626.25,0.00382601771979,2
21.5,24.125,0,621.5,0.003822032701538,2
21.5,24.1,0,621.75,0.003818047734037,2
21.5,24.1,0,620.666666666667,0.003818047734037,2
21.5,24.1,0,617,0.003818047734037,2
21.5,24.1,0,612.75,0.003818047734037,2
21.4725,24.075,0,614.5,0.003807605815361,2
21.39,24,0,617.333333333333,0.003776419386111,2
21.4266666666667,23.9266666666667,0,614.25,0.003773330001825,2
21.39,23.9725,0,610.75,0.003772065997282,2
21.39,23.9175,0,603,0.003763359401335,2
21.39,23.945,0,603.5,0.003767712669024,2
21.365,23.89,0,602,0.003753216149388,2
21.3233333333333,24,0,605.666666666667,0.003760924857139,2
21.34,23.9725,0,604.5,0.003760453321701,2
21.315,23.9725,0,599,0.003754658807549,2
21.3566666666667,24,0,600,0.003768665104041,2
21.39,23.9725,0,596.5,0.003772065997282,2
21.315,23.89,0,597.5,0.003741659632733,2
21.29,23.945,0,594,0.003744545763364,2
21.29,23.9725,0,590.5,0.003748872163523,2
21.29,23.89,0,586.666666666667,0.003735893142519,2
21.29,23.9266666666667,0,588,0.003741661529828,2
21.29,23.89,0,585.5,0.003735893142519,2
21.29,23.89,0,584.5,0.003735893142519,2
21.254,23.85,0,587.2,0.003721324537226,2
21.23,23.8233333333333,0,585,0.003711636795251,2
21.218,23.81,0,579.4,0.003706800310232,2
21.2,23.79,0,579.333333333333,0.003699554803461,2
21.2,23.79,0,581.6,0.003699554803461,2
21.2,23.79,0,581.666666666667,0.003699554803461,2
21.2,23.79,0,577.5,0.003699554803461,2
21.2,23.79,0,577.333333333333,0.003699554803461,2
21.2,23.7675,0,574.25,0.003696035063658,2
21.2,23.745,0,569,0.003692515363453,2
21.2,23.76,0,565.333333333333,0.003694861825857,2
21.2,23.7,0,561.4,0.003685476081839,2
21.2,23.79,0,567.333333333333,0.003699554803461,2
21.175,23.7,0,565.333333333333,0.003679791663599,2
21.1666666666667,23.7,0,563.5,0.003677898575195,2
21.125,23.675,0,559,0.003664553533474,2
21.1,23.65,0,559.5,0.003655011935993,2
21.125,23.65,0,550.5,0.003660661114723,2
21.1,23.6,0,553,0.003647239327252,2
21.1333333333333,23.6,0,552,0.003654757159622,2
21.1,23.6,0,553.25,0.003647239327252,2
21.1,23.6,0,545.75,0.003647239327252,2
21.1,23.6,0,548,0.003647239327252,2
21.1,23.6,0,547,0.003647239327252,2
21.1,23.575,0,545.75,0.0036433530953,2
21.1,23.5333333333333,0,544,0.003636876149334,2
21.1,23.4725,0,545.5,0.003627420049045,2
21.1,23.4725,0,547,0.003627420049045,2
21.1,23.5,0,545.25,0.003631694689116,2
21.1,23.5,0,541.25,0.003631694689116,2
21.125,23.5,0,540.75,0.003637307619241,2
21.1,23.5,0,533.333333333333,0.003631694689116,2
21.1333333333333,23.5,0,528,0.003639180293897,2
21.1,23.3925,0,537.75,0.003614985064602,2
21.1,23.4725,0,539.5,0.003627420049045,2
21.1,23.5,0,535.25,0.003631694689116,2
21.1,23.5,0,537.25,0.003631694689116,2
21.1,23.5,0,535.25,0.003631694689116,2
21.1,23.5,0,533.4,0.003631694689116,2
21.1,23.5,0,524.5,0.003631694689116,2
21.1,23.434,0,524.8,0.003621435651079,2
21.1,23.39,0,522.666666666667,0.003614596479304,2
21.1,23.39,0,521,0.003614596479304,2
21.125,23.39,0,519.75,0.003620182830547,2
21.1,23.39,0,523,0.003614596479304,2
21.1,23.39,0,523,0.003614596479304,2
21.1,23.39,0,519,0.003614596479304,2
21.1,23.365,0,519.5,0.003610710652865,2
21.1,23.39,0,519.75,0.003614596479304,2
21.1,23.365,0,520,0.003610710652865,2
21.1,23.33,0,524.6,0.003605270576947,2
21.075,23.315,0,520.25,0.003597378486079,2
21.075,23.34,0,519,0.003601258184345,2
21.1,23.29,0,523.2,0.003599053463174,2
21.0333333333333,23.29,0,517.666666666667,0.003584257908464,2
21.02,23.29,0,514.2,0.00358130523727,2
21.025,23.29,0,516.5,0.00358241223771,2
21,23.29,0,521,0.003576880249034,2
21,23.29,0,520,0.003576880249034,2
21,23.254,0,517.8,0.003571319620837,2
21,23.26,0,514.333333333333,0.003572246385338,2
21,23.2675,0,516.75,0.003573404844826,2
21,23.29,0,520.75,0.003576880249034,2
21,23.29,0,519.333333333333,0.003576880249034,2
21,23.29,0,519,0.003576880249034,2
21,23.29,0,509.75,0.003576880249034,2
21,23.29,0,508.5,0.003576880249034,2
20.9725,23.29,0,504.5,0.00357080375658,2
21,23.29,0,506.5,0.003576880249034,2
20.9725,23.29,0,509,0.00357080375658,2
20.9633333333333,23.29,0,507.25,0.003568780281397,2
21,23.29,0,509.333333333333,0.003576880249034,2
20.89,23.2,0,509.666666666667,0.003538822218934,2
20.89,23.245,0,508.25,0.003545725442687,2
20.89,23.2225,0,510.25,0.003542273811765,2
20.89,23.254,0,504,0.003547106105721,2
20.89,23.26,0,499.333333333333,0.00354802655113,2
20.89,23.2225,0,495,0.003542273811765,2
20.89,23.2,0,496.25,0.003538822218934,2
20.89,23.2,0,494.75,0.003538822218934,2
20.89,23.2,0,492.5,0.003538822218934,2
20.89,23.2,0,494.25,0.003538822218934,2
20.89,23.2,0,492.333333333333,0.003538822218934,2
20.89,23.125,0,493.75,0.003527317184587,2
20.89,23.125,0,484.75,0.003527317184587,2
20.89,23.1,0,489.25,0.003523482267183,2
20.89,23.1,0,494.5,0.003523482267183,2
20.89,23.1,0,495.666666666667,0.003523482267183,2
20.89,23.1,0,501.5,0.003523482267183,2
20.89,23.1,0,499.666666666667,0.003523482267183,2
20.89,23.1,0,492.5,0.003523482267183,2
20.89,23.1,0,494.25,0.003523482267183,2
20.89,23.1,0,494,0.003523482267183,2
20.9725,23.1,0,489.25,0.003541507249574,2
20.9175,23.1,0,490,0.003529481592297,2
20.89,23.1,0,495.5,0.003523482267183,2
20.89,23.05,0,498,0.003515812573437,2
20.89,23.05,0,495,0.003515812573437,2
20.912,23,0,490.2,0.003512920800097,2
20.9266666666667,23,0,492.333333333333,0.003516109139068,2
20.89,23,0,491.666666666667,0.00350814306777,2
20.89,22.956,0,488,0.003501394058354,2
20.934,22.934,0,488,0.003507553059437,2
20.89,23,0,485,0.00350814306777,2
20.89,23,0,490,0.00350814306777,2
20.9175,22.9725,0,489.5,0.003509890758388,2
20.89,22.945,0,485.25,0.003499706828757,2
20.89,22.89,0,485.666666666667,0.0034912708173,2
20.9175,22.945,0,485,0.003505665445287,2
20.89,22.956,0,485.2,0.003501394058354,2
20.945,22.89,0,484,0.003503168078076,2
20.89,22.9175,0,483,0.003495488794584,2
20.89,22.89,0,481,0.0034912708173,2
20.89,22.89,0,476.5,0.0034912708173,2
20.89,22.89,0,475,0.0034912708173,2
20.89,22.89,0,476,0.0034912708173,2
20.89,22.89,0,478.5,0.0034912708173,2
20.89,22.89,0,481,0.0034912708173,2
20.89,22.89,0,483,0.0034912708173,2
20.8566666666667,22.8566666666667,0,480.25,0.003478975663083,2
20.89,22.89,0,480.25,0.0034912708173,2
20.89,22.865,0,470.75,0.00348743634186,2
20.89,22.89,0,474.75,0.0034912708173,2
20.89,22.865,0,482.25,0.00348743634186,2
20.89,22.89,0,480.333333333333,0.0034912708173,2
20.89,22.89,0,480,0.0034912708173,2
20.89,22.84,0,481.5,0.003483601913434,2
20.89,22.84,0,483.5,0.003483601913434,2
20.89,22.79,0,475.6,0.003475933197617,2
20.89,22.76,0,475.333333333333,0.003471332058387,2
20.89,22.815,0,477.666666666667,0.00347976753202,2
20.89,22.79,0,475.75,0.003475933197617,2
20.89,22.79,0,479.166666666667,0.003475933197617,2
20.865,22.7675,0,475,0.003467115469633,2
20.865,22.7675,0,474,0.003467115469633,2
20.89,22.79,0,477.333333333333,0.003475933197617,2
20.89,22.79,0,473,0.003475933197617,2
20.89,22.7675,0,470,0.003472482336848,2
20.865,22.675,0,468.75,0.003452951044459,2
20.87,22.718,0,471.4,0.00346060593834,2
20.89,22.7,0,471,0.003462129983006,2
20.89,22.7,0,468,0.003462129983006,2
20.85,22.678,0,468.6,0.003450206594736,2
20.81,22.62,0,467.4,0.003432825036199,2
20.79,22.6,0,469,0.003425529498762,2
20.79,22.65,0,471.25,0.003433149934214,2
20.8233333333333,22.73,0,470.666666666667,0.003452459386899,2
20.79,22.6,0,466.75,0.003425529498762,2
20.79,22.64,0,466.8,0.003431625832268,2
20.79,22.7,0,468.75,0.003440770555369,2
20.79,22.65,0,467.5,0.003433149934214,2
20.79,22.6333333333333,0,469.666666666667,0.00343060976843,2
20.79,22.7,0,469.75,0.003440770555369,2
20.79,22.6,0,469.75,0.003425529498762,2
20.79,22.6,0,467.25,0.003425529498762,2
20.772,22.6,0,461.4,0.003421714224525,2
20.79,22.6,0,469.25,0.003425529498762,2
20.79,22.625,0,468,0.003429339693276,2
20.73,22.6,0,469,0.00341282647306,2
20.79,22.6,0,467.25,0.003425529498762,2
20.79,22.6,0,467.4,0.003425529498762,2
20.79,22.6,0,467.666666666667,0.003425529498762,2
20.745,22.6,0,471.5,0.003415998332448,2
20.76,22.6,0,471.666666666667,0.003419172788642,2
20.7225,22.6,0,464.75,0.003411241516596,2
20.7225,22.6,0,461.75,0.003411241516596,2
20.7225,22.6,0,458.5,0.003411241516596,2
20.745,22.55,0,459.5,0.003408399400764,2
20.7225,22.55,0,460.5,0.003403653224097,2
20.76,22.5666666666667,0,465.333333333333,0.003414102080204,2
20.7225,22.5,0,465,0.003396065115737,2
20.7225,22.5,0,459,0.003396065115737,2
20.7675,22.5,0,463,0.003405542008087,2
20.745,22.5,0,460.75,0.003400800653735,2
20.7,22.5,0,461.5,0.003391335387952,2
20.7,22.5,0,466,0.003391335387952,2
20.7675,22.5,0,460.25,0.003405542008087,2
20.718,22.52,0,457.4,0.00339815307636,2
20.7,22.5,0,464.6,0.003391335387952,2
20.73,22.5,0,464.333333333333,0.00339764298252,2
20.7,22.5,0,459.333333333333,0.003391335387952,2
20.7,22.5,0,459.75,0.003391335387952,2
20.7225,22.5,0,459.25,0.003396065115737,2
20.7,22.5,0,463,0.003391335387952,2
20.7225,22.445,0,461.5,0.003387718409214,2
20.7,22.5,0,454.5,0.003391335387952,2
20.7,22.5,0,458.333333333333,0.003391335387952,2
20.718,22.5,0,463,0.003395118705559,2
20.7,22.5,0,463.75,0.003391335387952,2
20.7,22.456,0,460.6,0.003384667354886,2
20.7,22.5,0,455.25,0.003391335387952,2
20.7,22.5,0,455.666666666667,0.003391335387952,2
20.7,22.5,0,456.25,0.003391335387952,2
20.7,22.4266666666667,0,459.666666666667,0.003380222078504,2
20.7,22.5,0,462,0.003391335387952,2
20.7225,22.4725,0,460.25,0.003391891734626,2
20.718,22.434,0,462,0.003385105490825,2
20.73,22.39,0,461,0.003380941994411,2
20.7,22.39,0,461.666666666667,0.003374665571892,2
20.745,22.39,0,460.25,0.003384084060222,2
20.7225,22.365,0,456.25,0.003375578142889,2
20.745,22.39,0,457.5,0.003384084060222,2
20.772,22.37,0,455.8,0.003386701864174,2
20.76,22.39,0,455,0.003387228698148,2
20.7675,22.365,0,451.25,0.003384997555865,2
20.745,22.39,0,453.75,0.003384084060222,2
20.736,22.39,0,456.2,0.003382198512198,2
20.73,22.3566666666667,0,453.666666666667,0.003375881265026,2
20.7,22.34,0,452.75,0.003367088676546,2
20.76,22.3566666666667,0,454,0.003382158507681,2
20.745,22.39,0,452.5,0.003384084060222,2
20.73,22.39,0,456,0.003380941994411,2
20.745,22.34,0,451.5,0.003376485904043,2
20.7,22.37,0,449.8,0.003371634791722,2
20.7,22.365,0,449.25,0.003370877101269,2
20.7,22.365,0,452.25,0.003370877101269,2
20.7225,22.34,0,451.25,0.003371784406325,2
20.7,22.34,0,453,0.003367088676546,2
20.7,22.39,0,453.25,0.003374665571892,2
20.7,22.315,0,456.666666666667,0.003363300297722,2
20.7,22.29,0,455.75,0.003359511964797,2
20.7,22.365,0,458,0.003370877101269,2
20.7,22.34,0,458.75,0.003367088676546,2
20.7,22.29,0,455.5,0.003359511964797,2
20.7,22.29,0,455,0.003359511964797,2
20.7,22.29,0,453.333333333333,0.003359511964797,2
20.7,22.33,0,454.6,0.003365573319508,2
20.7,22.29,0,457.5,0.003359511964797,2
20.7,22.29,0,449.666666666667,0.003359511964797,2
20.7,22.29,0,452,0.003359511964797,2
20.7,22.29,0,453.5,0.003359511964797,2
20.7,22.29,0,452,0.003359511964797,2
20.7,22.29,0,450.6,0.003359511964797,2
20.7,22.29,0,450.666666666667,0.003359511964797,2
20.7,22.29,0,451,0.003359511964797,2
20.7,22.29,0,454.5,0.003359511964797,2
20.7,22.29,0,457.25,0.003359511964797,2
20.7,22.315,0,456,0.003363300297722,2
20.675,22.29,0,456.5,0.003354313032916,2
20.675,22.29,0,453.5,0.003354313032916,2
20.7,22.29,0,454.25,0.003359511964797,2
20.675,22.22,0,454,0.00334372244741,2
20.675,22.2675,0,451,0.003350908877027,2
20.6666666666667,22.26,0,450.25,0.003348045120412,2
20.625,22.2225,0,449.75,0.003333755831152,2
20.675,22.2675,0,452,0.003350908877027,2
